title,장수,repetition_ratio,기본점수,cliche_score,keywords
병자_삼인-조중환,4,0.875,58.9,76.4,교사 시험 부부 남편 국어 공부 사이 쌀집 주인 갈등 빚다 아내 경제 어려움 심리 자존심 권위 서울 고등 병세 소통 부재 병원 신뢰 잃다 머리 진단 대하다 인정 침묵 의원 잘못 문간 심부름 심 언쟁 응접실 환자 긴장감 학교 회계 담당자 자금 개인 곤란 겪다 여인 협박 설득 부족 요구 의심 불륜 의혹 책임 소재 편지 직원 처벌 권유 거부 불거지다 도망치다 상황 악화 해고 이어지다 여성 남성 비난 권력 상승 심화 이혼
사천의선인-베르톨트_브레이트,23,0.974,56.91,76.39,심화 취업 실패 갈등 실업자 노동자 역할 가게 주인 교체 변화 문제 사회 불안 생계 가족 주변 위치 모색 가난 마을 주민 절망 도착 두려워하다 세상 바꾸다 마지막 경제 어려움 창녀 점검 긴장 시도 빈곤 생존 여성 도움 담배 현실 신비 존재 겪다 상황 이해 관계 숙박료 대신 지불 실직자 안정 한편 장사 운영 위기 사업 유지 시골 과거 부정 영향 끼치다 조언 지원 제공 주인공 친절 권리금 보증인 요구 협박 이어지다 동생 목수 신뢰 임신 건물 계약서
락햄릿,17,0.976,56.85,76.38,관계 형성 왕실 권력 다툼 본격 주요 갈등 인간 복잡 국가 구조 현대 해안가 왕조 고조 정치 음모 운명 뒤얽히다 상황 배경 다양 주인공 깊다 슬픔 분노 의혹 벗어나다 왕자 잃다 정체 혼란 명예 의무 우울 침체 청춘 기쁨 고통 사로잡히다 내면 기념 비밀 파티 긴장감 분위기 낭만 즐거움 누리다 이벤트 남자 순결 방탕 수영복 즐겁다 귀국 여자 독점 기회 오렌지 햄릿 슬프다 아버지 가운데 친구 상실 대하 불안 가족 결혼 거부 잊다 경고 죽다 보호 결심 책임 태도 오빠 과잉 느끼다 신뢰 레어티즈와 걱정 레어티즈 지키다 의지 수도원 오필리어 방문 들다 창문
전훈_유리가면,8,0.95,57.36,76.36,유명 배우 주인공 연기 무대 초청 극장 개관 기념 전설 연극 재능 미모 예술 선생 맞이 장면 사고 얼굴 위험 긴장 교사 헬렌 가르치다 젊다 연기력 대하다 신뢰 가르침 시작 의지 경험 시각 언어 장애 부족 나이 올리다 문제 갈등 검증 신인 능력 확인 추가 심화 교육 뛰어나다 제작진 스타 모녀 경쟁 흥행 불안 요소 독립 행동 가난 일부 연구 일어나다 수강료 상상력 질투 요청 청강 극단 입단 냉대 포기 엄마 다양 감정 연습 표현 나가다 선언 성장 조언 집안
꽃신_곽병창,10,0.94,57.54,76.34,사이 의견 충돌 공연 진행 어려움 심화 북측 예술단 무대 방식 인하 갈등 다르다 문화 과정 배우 남측 이해 모색 단체 기념 촬영 남북 판문점 인사 나누다 재회 성공 형성 통일 배경 소속 나이 기원 협력 긴장감 불안 감돌다 시작 혼란 독립군 일제 공격 차이 연습 전투 장면 총격 안전 부대 신체 부담 군가 합창 불타 동생 복수 남매 연기력 점검 일부 다음 풀다 여성 분노 봉기 마을 주민 밀정 신발 저녁 식사 연극 신념 열정 부족 발생 배우다 공감 중요 부담감 겪다 역사
처녀비행,4,0.875,58.81,76.31,사회 배우 정체 사이 인식 차이 편견 비판 배변 인간 존재 근본 위생 더러움 갈등 사례 일상 앉다 신문 읽다 긍정 사랑 포기 고려 작가 복잡 빚다 연출자 심리 어려움 겪다 잃다 분노 자금 부족 문제 현실 반복 실패 양측 극장 설립 피해자 동료 도망 가난 맞서다 운영 결심 참여 비극 결말 인물 개입 싸움 심화 폭력 관객 즉석 중심 긴장감 나다 연극 품위 존속 결정 무대 동물 변하다 주인 잔혹 행위 위협 한계 자유
다몬루넌-아가씨와건달들,8,0.938,57.5,76.25,관광객 추적 긴장감 냉담 드러나다 도박판 선교 악단 거리 브로드웨이 소매치기 훔치다 경찰 도박 방황 관심 개인 갈등 장소 확보 어렵다 어려움 겪다 자금 사업 긍정 전개 여자 내기 미묘 긴장 만나다 사람 신뢰 의심 우정 태도 비교 경쟁 교차 결혼 출산 식당 이동 과정 색깔 죄인 모으다 기도회 식사 요구 선교사 비난 남성 죄책감 고백 도움 요청 회의 저녁 중독 참석 제안 대가 대화 관련 고수 내다 문제 금전 맞물리다 결국 허락 없다 입장 전화 사용 주차장 건달 비밀 고조 불법 흔들리다 불안 절차 상대방 가족 논의 단속 사무소 폐쇄 파티
사이먼_뷰포이_강철군단,17,0.965,56.95,76.24,고철 훔치다 활용품 노동자 자살 철강 활용 표현 월급 대신 보상 미래 모색 위험 역할 분담 불안 사고 손실 도둑 심화 절망 갈등 실직 경제 어려움 문제 긴장 소통 부재 부부 사이 거리 만나다 여성 없다 남성 댄서 육아 남편 의욕 상실 관계 냉랭 가족 단절 기쁘다 출산 가능 대하다 불안감 자존심 신뢰 흔들리다 의견 차이 이혼 양육 양육비 외도 의심 바뀌다 상실감 무너지다 과거 시작 현실 나이 경력 일자리 제안 근본 압박 고조 생명 위기 학교 회의감 인하 정부 황소개구리 퇴치
수전노,15,0.967,56.91,76.24,억압 가족 갈등 자식 사랑 결혼 인정 계획 아버지 이해 심화 가난 연인 자금 마련 다양 허락 사람 부모 반대 사회 확인 약혼 가능 현실 깊다 주인공 권위 제약 강하다 불안 인색 재산 훔치다 의심 하인 수색 도둑 나다 관계 주인 탐욕 무례 비난 시도 억울 단절 증거 찾다 해고 부유 의견 충돌 남성 압박 지참금 부족 결심 우려 관리 사용 막대 현금 도박 상대방 집안 농간 불행 중개인 사이 배신 숨다 여인 비밀 신뢰 문제 위험 위기 직면
비언소,8,0.925,57.72,76.22,태도 관객 감시 연극 문제점 갈등 공공장소 남자 자조 부끄러움 타락 예술 현실 도덕 대하 토론 공중 화장실 긴장감 조성 녹음 촬영 소통 해결책 찾다 오락 요소 필수 상업 욕구 평론가 실력자 섹스 문제 논쟁 격화 한국 제도 규제 검열 사이 노출 외부 변화 개선 반대 포르노 추방 품격 일부 선택 필요 아줌마 질서 불법 요구 시위 잠복 관찰 가운데 청소 알리 개인 겪다 사회 스트레스 무능 실패 공공 장소 반복 불편 중년 외로움 토로 일상 정치 이념 표현 주변 무시 유지 행위 교차 위선 경제 발전 비난 남성 소변 우아 콘서트 문화 묘사 분노 노인 비행기 이용 은밀
느낌극락같은,7,0.943,57.33,76.18,복잡 감정 갈등 교차 인물 심리 죽음 이후 가족 아버지 사이 혼란 고조 변화 화해 용서 존재 과정 주변 도움 경쟁 질투 정신 조명 활용 과거 대하 견해 차이 부처 마음 스승 제자 작품 전시 칭찬 완성 자아내다 불상 가치 제작자 인정 명령 자존심 문제 긴장 본질 대하다 관점 동료 분노 표출 형성 전통 악화 판단력 흐리다 의미 심장 다가오다 위기 떠나다 충돌 발생 모색 이해 부족 음악 공부 시작 할아버지 긴장감 작곡가 결심 작업장 출입 충격 죽다 심화 안정 가르침 통하다 평화 찾다 절망 극락 지옥 목뼈 열다 열쇠
tongil,10,0.95,57.14,76.14,사업 통일 목표 갈등 다양 해결 남북 구분 의미 전략 세우다 과정 계획 변경 비밀 공동체 의식 지뢰 철조망 문제 안전 보장 핵심 노래 고객 맞춤 활동 여성 국경 수비 위태 상황 복잡 자유 이동 인도 공직자 방문 긴장감 위험 총성 화장실 젊은이 매수 의존 희생 헌신 북한 통행료 비싸다 정부 정책 실효 의심 실질 변화 익스프레스 서비스 도입 예약 확대 과거 경험 비추다 희망 남북한 접경 지역 혼인 베트남 독일 사례 가능 회의 긴장 투자 시장 조사 대립 결혼 반대 차이 이유 신부 사이 심각 결혼식 상징 배경 문화 북조선 출처 의도
시청각실,4,0.875,58.56,76.06,라디오 프로그램 청취자 일상 무대 대화 사람 특별 기념일 거부 대신 선물 콘셉트 시작 주인공 갈등 계획 대하 스트레스 자연 전개 감정 나누다 경험 중요 남녀 다가가다 발레 사이 오디션 토요일 관계 변화 특종 기대 공원 심화 소통 단절 우울 하루 남자 컴퓨터 대하다 질투 균열 집착 겪다 불안 복잡 여자 무시 과거 사랑 바이러스 메시지 놀이터 만나다 깊다 확인 고립 무력감 두려움 미래 나무 추억 구원 전화 전기
블랙코미디-피타셔퍼,14,0.95,57.03,76.04,약혼녀 유명 미술 젊다 조각가 연애 경험 두려움 불안 교차 사람 격려 수집가 초대 아버지 관계 회복 과거 신뢰 가구 접촉 긴장감 어둠 우연 무대 몰락 직전 성냥 휴즈 전화 통화 외부 정전 아파트 급변 전기 문제 직원 해결 장소 탐색 대하다 의문 제기 통신 장애 연결 세계 부자 점검 작품 관련 양초 부족 혼란 심화 인하 수리공 우산 이상 위기 갈등 발생 경제 어려움 비상 도구 환경 조성 촛불 조명 훼손 감정 교류 공급 끊다 행동 벌어지다 숨다 벽장 있다 인물 가스 누출 위험 단선 폭발 긴장
붉은방,8,0.95,57.04,76.04,고통 겪다 장면 관객 일상 무대 지상 수갑 묶이다 욕조 감정 긴장 완화 역할 갇히다 극심 고문 현실 환상 경계 소품 꾸미다 데스크 잊다 즐거움 아내 당황 경제 어려움 긴장감 감돌다 인상 압박 전세금 상황 심각성 실감 출근 집주인 강제 가족 주인공 절망 피로 전쟁 당시 가정 문제 시달리다 증오 사로잡히다 악몽 갈등 집안 돌보다 피해자 기력 죄책감 심하다 굴욕 폭력 심문 체포 모색 투쟁 정치 배경 붉다 일색 장기 의심 두려움 드러나다 은폐 고조 가운데 숨다 태도 진실 과거 만남 죽음 가능 암시 인물 관계 처참 시기 장소 확인
그것은_목탁구멍속의_작은_어둠이었습니다,7,0.9,58.03,76.03,스님 자살 사건 목숨 끊다 죽다 참회 고백 과거 허물 살다 찌르다 의미 고뇌 관점 교환 어둠 죽음 얽히다 악몽 불상 고통 제작자 토굴 참선 묵언 상징 교무 공부 욕망 성찰 탄생 혼란 시달림 의식 본질 갈등 심화 사람 불교 토론 대하다 존경 비판 세계 경계 감각 경험 일상 비유 감정 전통 역할 드러나다 일체 유심 마음 작용 인식 신앙 공동체 공간 논의 유지 필수 깊다 사이 책임지다 어려움 불편 농담 불안 긴장감 증폭 상황 악화 소통 시간 월명
까몰레티_누가누구,21,0.971,56.52,75.95,남편 아내 사이 의심 나다 방문객 친구 주말 요리 회사 예정 친정 방문 어머니 병환 계획 변경 불안 책임 조율 갈등 방문자 도착 대화 나누다 인사 관계 확인 사람 쇼핑 과거 이유 역할 대하다 신뢰 외출 요리사 자격 독감 걸리다 예상 모델 여성 만남 장모 가다 트다 상황 변화 알리바이 위기 직면 체류 연장 수잔 같다 복잡 심리 저항 기차 결정 전화 시각 대안 회의 숨기다 애인 감정 고조 로베르 파리 돌아가다 기대다 동시 벗어나다 초대 가족 긴장 자유 행동 권유
에쿠우스,15,0.953,56.82,75.89,아동 정신과 충격 범죄 심리 세계 강조 과거 정신 안정 가능 작가 사건 친구 사망 확인 지방 법정 의사 조언 자연주의 증인 합창단 역할 소년 치료 갈등 소통 거부 특별 능력 고통 상징 관계 형성 일으키다 사회 본질 신체 동작 문제 종교 강박 가족 반복 악몽 배경 분노 건강 의견 충돌 텔레비전 시청 자라다 혼란 절망 무력감 절규 부모 교육 성경 깊다 애정 드러내다 대화 질문 답변 기억 회귀 긴장감 미스터리 경험 떠오르다 시절 바닷가 인물 상대방 사기 터뜨리다
달아달아_밝은달아,7,0.9,57.82,75.82,운명 처하다 천지신명 거절 저승사자 인물 수양 마지막 인사 나누다 제안 가족 언덕 심란 마음 하루 시간 슬픔 가운데 여인 멀다 나라 마을 특별 존재 선녀 묘사 장면 지적 상황 이해 떠나다 보내다 풍경 조심 태도 주변 따뜻 주인공 사람 절망 안타깝다 갈등 상처 하다 미래 대국 청루 과거 시작 소개 높다 부부 은혜 무대 바닷속 혼란 용궁 긴장감 고조 심청 밝다 평화 희생 강조 반복 매파 고난 겪다 백년가약 맺다 갚다 고향 위로 마련 꿈꾸다 돌아가다 결심
안티고네,10,0.95,56.76,75.76,의무감 이끌리다 목숨 잃다 권력 도덕 가족 반역자 규정 동생 시신 매장 허락 형제 가치 충돌 여성 내면 장례식 처벌 두려움 책임감 사이 갈등 자매 용서 부부 용기 이해 주인공 사랑 사람 명령 여동생 오빠 죽다 애정 죽음 확인 결혼 없다 고백 아내 배신자 대하다 불안 절망 시체 지키다 뿌리 주변 비밀 경비병 가운데 여자 관련 보고서 파내다 긴장감 제출 요구 동료 과거 금지 의무 침묵 국가 외디푸스 가문 비극 걱정 감추다 극대
도시탈출-김창일,6,0.917,57.42,75.75,영업부장 경찰서 조사 직원 태도 문제 경찰관 오인 해결 회사 악화 숨다 제품 장난감 권총 실제 교육 실시 자전거 내구 부족 농사 방식 미래 결혼 가족 하인 노인 부모 의견 차이 생활 적응 조치 강화 사이 걱정 갈등 외로움 졸업 논문 준비 도시 마음 이해 대하 그리움 아들 회상 서울 소통 부재 사람 불신 긴장감 완화 변화 사과 훔치다 쓸쓸 살다 의심 휩싸다 세대 불안 일상 이웃 대화 건강 안위 심화 깊다 자녀 쌓다 신뢰 여성 운전기사 사랑 히스테리 증세 감정 폭발 긴장 상황 이어지다 요구 관계 인물 놀라움 이동 동안 느끼다 고백 시골
안나클라이버,9,0.922,57.27,75.71,기자 우울 절망 회의 비극 작가 존재 의미 이유 설명 개인 고통 외로움 변화 대하다 긴장감 성탄절 드러내다 사랑 결혼 호텔 접수 계원 빠지다 장례식 사람 파리 여성 피로 상태 바르셀로나 향하다 불쾌 아침 심장 남자 관련 과거 만남 도시 망각 허락 악마 갈등 욕망 고백 여자 극단 타락 공포 인정 자살 시도 평화 나누다 구원 만나다 춤추다 키스 결심 외롭다 시절 순수 행복 찾아내다 조국 독일 돌아가다 재회 두려움 기다리다 감정 확인 쫓다 정치 혼란 결혼식 살인자 사건 코헨 죽음 극도 긴장 시체 발견 경찰 추억 떠올리다 연극 사고 위장 유태인 안나 성격 신고 요구
다몬루넌-아가씨와건달들,8,0.95,56.64,75.64,선교 악단 죄악 브로드웨이 거리 소매치기 떠나다 도박판 장소 부부 추적 경찰 단속 높다 관심 냉소 태도 임대료 어려움 겪다 도박 주변 텍사스 사진사 사람 내기 의견 차이 갈등 제안 상대방 불쾌 여성 연결 게임 일상 대화 결혼 출산 넥타이 색깔 긴장감 고조 친구 만남 기다리다 대하다 죄책감 선교사 의심 활동 기도회 저녁 신념 성격 남자 중독 장면 신뢰 관계 식사 실패 지급 거부 강압 요구 주차장 달러 사용 허락 통화 마무리 가족 문제 사랑 준비 과정 약속 여자 깊다 분노 자금 사무소 폐쇄 클럽 공연
천년의수인,4,0.875,58.12,75.62,도시락 폭탄 재판 자유 민주주의 충격 슬픔 기사 의하다 살해 운동가 희생 위협 테러리스트 버스 회복 배후 세력 의혹 젊다 병사 시계 의미 위험 관계자 갈등 희생양 표출 과거 고문 처형 성경 몰리 유족 얽히다 정치 음모 정체 역사 김일성 대한민국 가족 상처 원한 폭력 용서 요구 긴장 자책 절망 겪다 인질극 고뇌 분노 관계 부정 도망 생활 지치 책임 문제 의료진 치료 기억력 죽다 죄책감 고백 용기 신앙 의지 병원 탈출 긴박 여학생 관련 진실 실패 통제 신체 정신 프로그램
검찰관_고골리,3,0.933,56.86,75.52,가운데 아내 허영심 마을 사람 자유주의 반응 주민 미묘 긴장 통제 갈등 지속 형성 관리 뇌물 권위 유지 관계 변화 감찰관 연관 의심 파견 방문 정치 조직 불안 확립 집중 긴장감 고조 감시 전쟁 강화 요구 지방 비밀 명령 자선 병원 기관 주인공 남용 원망 부정행위 불량 음식 태도 문제 해결 실마리 가게 옮기다 권유 가족 언급 간청
라신느-페드라,2,0.8,59.5,75.5,아테네 이폴릿트 사랑 거부 배신자 죽음 맞다 이폴릿 왕국 혼란 페드 죄책감 독약 자살 결심 유모 공주 정치 음모 복잡 숨기다 보호 왕자 죽다 추방 설득 실패 권력 다툼 권력자 배신 희생 주인공 신분 획득 위기 절망 가족 노예
칠수와만수,8,0.938,56.71,75.46,작업 의욕 예술 공사 대형 직원 시간 빌딩 외벽 크기 간판 날씨 환경 제작 계약 현장 작업자 추위 성공 특별 상여금 포기 어려움 나누다 건강 사람 사이 폭력 긴장감 감돌다 잊다 신뢰 소통 가족 환 경제 현실 손실 영화 여성 집요 접근 친구 과거 농부 비극 사례 야망 드러내다 남성 부녀자 희롱 갈등 젊다 대하다 책임감 감정 살다 어렵다 변화 인물 성장 은행 강도 모색 범죄 언론 주목 사고 목격 긴장 사다 아래 발생 교통사고 경찰 구조 대원 대치 이어지다 감상 철탑 꼭대기 즉시
리어왕,4,0.875,57.94,75.44,신뢰 정직 가난 밝히다 식사 협력 의지 명예 비밀 지키다 모자 명령 저녁 준비 고용 결정 허위 비판 종자 지혜 어리석다 사이 주인공 주변 정체 상황 혼란 가족 권력 구조 갈등 빚다 환상 진실 거짓 고통 아버지 배은망덕 실망 느끼다 굽히다 용서 거부 현실 깊다 건강 강하 분노 문제 집안 화합 걱정 관계 회복 노쇠 권위 상실 효율 노인 극한 몰아치다 가운데 자연 세상 비참 늙은이 배신 참혹 마을 악마 변화 태도 인간 본성
꽃무덤-고성의,6,0.95,56.43,75.43,공동체 세대 이해 관계 갈등 심화 역할 책임 소통 어려움 협력 모색 작용 가운데 마을 남성 여성 어린아이 인식 변화 과정 무덤 서다 재앙 파내다 잃다 과부 주민 사이 충돌 일어나다 장례식 이중 가족 죽음 노인 마지막 유언 장례 계획 벗어나다 동생 걱정 뒤따르다 의지 드러내다 아버지 두려움 사람 섬사람 문제 목숨 파도 휩쓸리다 주변 인물 악화 한편 냉대 낯설다 청년 도망 묘지 원인 불운 사고 일상 머슴 도둑 발각 목격 죽다 젊다 벙어리 무당 도덕 의뢰 지시 바쁘다
장미의성,8,0.938,56.65,75.4,주인 방문 목욕 기자 사진 구성원 반려견 돌보다 엄격 규율 가정교사 식모 소수 출입 제한 장미 예술가 독창 표현 잡지사 예술 사생활 경계 설명 인터뷰 요청 의미 유머 담다 능욕 기존 재료 형태 질문 거부 그림 영감 현대 조각 창작자 남성 전통 인체 사회악 맞서다 작품 복잡 감정 가족 미묘 다양 공간 어머니 불편 부재 고립 주인공 미국 과거 남편 깊다 갈등 소통 단념 마음속 긴장감 고조 행방 어둠 음악 결혼 미술가 모녀 관계 선생 학습 간섭 반발 심리 집안 상애 배신 상처 지도 행동
나생문,10,0.96,56.14,75.34,증인 서다 목격 인물 사이 재판 수도승 허탈 부인 무사 피해자 관련 불신 충격 재판소 벌어지다 끔찍 의심 정황 피해 여성 속세 가족 갈등 여자 접근 숲길 들어가다 사건 고백 남편 대나무 묶다 두려움 아프다 날씨 발생 등장 과정 진상 복잡 패배 자살 긴장 싸움 명예 감정 회복 노파 결혼 모욕 죄책감 절망 처벌 촉구 꺼내다 벗어나다 의지 발언 부적절하다 소통 부재 죽음 위기 사랑 배신 영혼 증언 진실 숨기다 파국 인간 수치심 아내 변심 심 산적 폭력 과거
꽃신,10,0.94,56.52,75.32,공연 방향 협력 상호 남측 북측 예술단 준비 시작 긴장 기대 교차 불구 배우 사이 의견 성공 단계 작업 남북 기회 소속 경험 호텔 만나다 통일 화합 가능 피로 공유 전투 긴장감 지치 조성 대하다 열정 갈등 독립군 일제 공격 표현 혼란 비교 묘사 현실감 불타 슬픔 겪다 주민 분노 복수 희생 다짐 깊다 늑대 호흡 젊음 감탄 남매 어머니 신발 지도 사람 감정 다음 연습 장면 농담 나누다 여성 연극 과정 신체 부담 중단 선언 스트레스 공감 중요 단장 신념 역사
승무별곡-이중기,5,0.9,57.26,75.26,남편 사이 긴장 귀환 기다리다 가족 포기 해결 서울 생활 조언 희망 현실 고민 갈등 세대 가치 충돌 스님 방문 인생 전통 예술 교차 가운데 명수 불신 심화 떠나다 비난 질투 격렬 깊다 극단 폭력 위협 어머니 혼란 승무 심리 고통 불교 신앙 문화 자살 의지 학대 조롱 직면 고립감 극복 음악 공동체 어려움 통하다 살다 강제 폭행 뛰쳐나가다 은진 약속 지키다 돌아가다 여인 노인 멈추다 자부심 단결 아픔 이해 분노 폭발 긴장감 사과 과거 상처 배신 예술인 격화 시작 구성원 모이다
분장실,4,0.9,57.21,75.21,연극 대하다 태도 자신감 회복 무대 상처 고민 불안 사랑 문제 갈등 격화 신경전 나다 분장실 고백 신념 인내 중요 의상 모자 과거 연기 경험 관계 주인공 셰익스피어 토론 부인 역할 번역 해석 차이 관객 이해 관용 스타일 시대 도둑 경쟁 이야기 여성 혼란 겪다 남성 가운데 감정 격하 선호 명성 비교 충돌 희생 사람 분담 극복 의지 운명 좌절 희망 작품 기력 고통
사형수와_사신-하근찬,1,0.7,61.19,75.19,죽음 고통 사형수 의미 감옥 억울 살인 누명 등장인물 과거 죄책감 갈등 격화 살인자 허무 철학 배신 신체 충돌
우리읍내,8,0.95,56.18,75.18,배경 주요 새벽 읍내 장소 주민 생활 무대 특성 설명 지리 상점 구체 묘사 사회 구조 교회 학교 일상 신문 폴란드 이민자 가정 중심 나누다 지역 경제 애정 집중 골동품 갈등 부각 농사 출산 평범 공부 문화 발전 미미 약자 근면 자립 지방 보수 정치 성향 인간 관계 성장 젊다 평등 미래 은행 신축 묵인 상황 깊다 마을 사람 아프다 목사 농장 악화 불안 걱정 감추다 외삼촌 노동 어머니 달빛 아래 평화 용돈 인상 요구 결혼 변화 형성 전날 사랑 신랑 인물 결혼식 주제 졸업 서두르다 시간 지나다 가족 긴장 고조 시각 차이
파수꾼(대본0,3,0.867,57.84,75.17,두려움 떨다 임무 습격 시도 위협 내습 발견 경고 소년 결점 경계 능력 물러나다 반복 망루 아래 파수 이유 정확 관찰력 배우 마을 알리 방어 떼다 지속 부상자 사망자 속출 불행 기력 분노 후임 책임감 용기 점검 양철북 주민 외로움 시달리다 노인 식량 운반 여성 지하실 대피 대비 일부 포기 사람 탈출 권유 고립 단결 정신 새벽 존재 구름 현실
산허구리-함세덕,2,0.85,58.14,75.14,마을 생존 고통 하다 가족 어머니 절망 큰아들 죽음 바닷가 물가 주변 압박 문제 건강 악화 인하 갈등 이유 폭력 희생자 발생 사람 적다 이어지다 상실 무너지다 이끌다 빚다 모녀 감정 폭발 고립
그_밤_그_바다-오태영,2,0.8,59.02,75.02,가운데 남자 술집 지시 주인 대응 사람 자리 종업원 요구 불안 긴장감 험상궂다 경력 과거 아내 주장 부부 남편 피해망상 행동 의심 시선 교환 항구 부인 자신감 유지 도덕 잣대 웃음소리 주변 노인 갈등 빚다
스카펭의_간계,10,0.94,56.19,74.99,갈등 심화 주인공 아버지 결혼 귀환 비밀 드러나다 위기 과거 탈선 숨기다 상황 타개 방안 주변 극복 사이 절망 기지 여행 떠나다 젊다 여자 발견 지키다 사랑 마음 사람 진실 용기 확인 강압 태도 아들 숙명 배신 규정 분노 허락 없다 권위 이유 자식 교육 문제 표출 신뢰 신분 위험 감수 생존 자백 복수심 누설 의혹 하인 고백 배신자 대하다 충성심 심각 긴장감 고조 시험
강추자_노파의_오찬,2,0.85,57.96,74.96,가족 관계 현재 유산 아버지 외국 나가다 감정 얽히다 갈등 이해 부족 습관 반복 망가뜨리다 고백 자녀 세대 억압 결혼관 복잡 외로움 차이 사회 격차 느끼다 이웃 소통 부재 선택 미국 떠나다 드레스 경험 소음 심하다 환경
봄이오면_산에들에,3,0.833,58.27,74.94,처녀 쌓다 혼란 총각 혼인 갈등 시작 마을 깊다 강압 뿌리치다 문제 꺼내다 소나무 걱정 긴장감 감돌다 위험 느끼다 가족 과거 아프다 기억 산골 존재 대하 도망치다 사건 겨울 소통 동물 이해 평화 사람 일어나다 지나다 교류 노래 추다 마지막
신의아그네스,5,0.94,56.0,74.8,수녀 피다 임신 출산 대하 기억 혐의 기소 법정 진술 재판 상실 여성 탯줄 감다 증거 발견 과실 치사 의사 정상 고통 신앙 고백 치료 부재 수녀원 신체 정신 학교 외부 경험 긴장감 고조 출혈 증상 판단 엄격 가정 환경 없다 신념 개인 의심 어머니 갈등 어리다 시절 분노 사이 약혼자 문제 동생 죽다 결백 충돌 찾다 과거 미래 가족 학대 깊다 트라우마 죄책감 심리 과정 사망 일으키다 최면 심각 주인공 종교 견해 차이 희망 회복 외로움 극심 두려움 미리암 도움 심화 혼란 강간 발생 의료진
최현죽_윤동주와_헤어져,13,0.946,55.82,74.75,심리 압박 무대 감옥 심화 긴장감 갈등 경찰서 제한 공간 배경 구조 고뇌 윤동주 갇히다 가족 주변 사망 소식 일본 깊다 슬픔 절망 고문 묘비명 독립 운동가 죽음 친구 추모 역사 진실 지키다 강제 주사 건강 전쟁 동생 의미 민족 자각 형제애 드러내다 화목 애정 표현 사람 정체 품위 마음 비롯 작품 토론 대화 조국 조선 결심 광명중학교 일본인 군관 학교 선택 한계 중학교 배신 중국 정부 지원 끊다 신사 참배 거부 운동 동맹 퇴학 펼치다 귀국 가운데 언어 말살 논의 고통 내면 사랑 문제 검열 탄압 정책 대하다 분노 시인 어리다 시절 형사 주인공
반딧골_사람들,3,0.833,57.96,74.62,사람 사랑 마을 논쟁 생일 하늘 설명 궁금 할머니 싸우다 첫날밤 여성 갈등 일어나다 노인 결혼 결심 주민 깊다 슬픔 쇠약 정신 심신 죽음 호소 고향 남편 폭행 영혼 나타나다 억울 보이 불안 가족 고통 가정 기억력 발병 가난 지켜보다 절망 공동묘지 이야기 폭력 두려움 배척
만선,16,0.963,55.24,74.49,이해관계 충돌 시도 관계 변화 어부 가족 주변 논의 과정 세대 어업 생계 문제 의견 차이 향후 방향 모색 심화 인하 긴장 마을 분위기 활기차다 변하다 주민 기쁨 경제 기대 어부들 부서 떼다 희망차다 감돌다 전통 기대다 일어나다 바다 규모 웃음 불쾌감 어획량 어획 풍요 며칠 대량 갈등 실망 침체 어려움 사람 휩싸이다 집안 심각 크다 절망감 묶다 고기 결정 긴장감 고조 격화 일부 겪다 풍부 사이 절망 깊다 압박
처용의_노래,8,0.938,55.65,74.4,어머니 발각 처용 처하다 위협 관계 귀신 떠나다 질투심 바위 깔리다 위기 바다 산신 용왕 도움 아주머니 살리다 접촉 쉬다 회복 긴장 부탁 준비 사람 보호 역신 끊다 위하다 도망 공격 어부 투망 파괴 절벽 아래 긴장감 어둠 짙다 이상 백성 노여움 구름 갈등 본격 피우다 기후 현상 발생 여성 원인 군사 동원 이름 이후 기적 베풀다 기념 나라 어지럽히다 나타나다 체포 하옥 문화 펼치다 다짐 혼인 노래
죽음의_토크쇼,4,0.95,55.39,74.39,방송 방청객 적극 실제 반응 진실 규명 사회 감정 표현 실시간 활용 웃음 야유 다양 소통 유지 프로그램 사회자 하버드 법대 중시 시스템 충돌 임신 고등학생 미혼 경험 문제 가족 갈등 친구 공개 폭행 분노 배신감 폭발 미성년자 보호법 관련 욕구 성장 갈망 상대방 연인 관계 비난 대립 심화 의심 질투 격렬 깊다 상황 복잡 신체 만남 동기 사랑 성별 무관 메시지 동성애 대하다 편견 연애 과정 과거 남성 혐오감 폭력 여성 나다 토론
뜻대로_생각하세요-루이기피란델로,6,0.933,55.71,74.38,심화 정치 긴장 경찰 권력 갈등 사이 개인 긴장감 지속 라우디시 아멜리아 중심 시장 국장 중재 의회 복잡 안정 유지 분개 주민 문제 사위 행동 마을 사람 의심 분노 교회 증축 도시 신임 건축 의원 유력 도덕 행위 규정 비난 해결 장모 만나다 면담 아내 항의 적극 대응 부인 심각 인식 신중 접근 강조 사회 신문 접촉 사건 임시 회의 진솔 고백 처음 가족 관련 오해 지진 룰라 동정 재혼 판단 의문 제기 변화 정신 충격 상황 여성 꾸미다 남편 보살피다 의존 사고 상태 숨다 이해 알리
